date,ticker,permno,prc,vol,ret
2020-12-14,V,92611,207.25,11967704.0,0.004897
2020-12-14,V,92611,207.25,11967704.0,0.004897
2020-12-14,V,92611,207.25,11967704.0,0.004897
2020-12-14,V,92611,207.25,11967704.0,0.004897
2020-12-14,V,92611,207.25,11967704.0,0.004897
2020-12-15,V,92611,208.36,9799032.0,0.005356
2020-12-15,V,92611,208.36,9799032.0,0.005356
2020-12-15,V,92611,208.36,9799032.0,0.005356
2020-12-15,V,92611,208.36,9799032.0,0.005356
2020-12-15,V,92611,208.36,9799032.0,0.005356
2020-12-16,V,92611,208.27,7504356.0,-0.000432
2020-12-16,V,92611,208.27,7504356.0,-0.000432
2020-12-16,V,92611,208.27,7504356.0,-0.000432
2020-12-16,V,92611,208.27,7504356.0,-0.000432
2020-12-16,V,92611,208.27,7504356.0,-0.000432
2020-12-17,V,92611,211.17999,6517228.0,0.013972
2020-12-17,V,92611,211.17999,6517228.0,0.013972
2020-12-17,V,92611,211.17999,6517228.0,0.013972
2020-12-17,V,92611,211.17999,6517228.0,0.013972
2020-12-17,V,92611,211.17999,6517228.0,0.013972
2020-12-18,V,92611,211.31,13298241.0,0.000616
2020-12-18,V,92611,211.31,13298241.0,0.000616
2020-12-18,V,92611,211.31,13298241.0,0.000616
2020-12-18,V,92611,211.31,13298241.0,0.000616
2020-12-18,V,92611,211.31,13298241.0,0.000616
2020-12-21,V,92611,209.00999,7576684.0,-0.010885
2020-12-21,V,92611,209.00999,7576684.0,-0.010885
2020-12-21,V,92611,209.00999,7576684.0,-0.010885
2020-12-21,V,92611,209.00999,7576684.0,-0.010885
2020-12-21,V,92611,209.00999,7576684.0,-0.010885
2020-12-22,V,92611,205.84,7403829.0,-0.015167
2020-12-22,V,92611,205.84,7403829.0,-0.015167
2020-12-22,V,92611,205.84,7403829.0,-0.015167
2020-12-22,V,92611,205.84,7403829.0,-0.015167
2020-12-22,V,92611,205.84,7403829.0,-0.015167
2020-12-23,V,92611,205.3,6523085.0,-0.002623
2020-12-23,V,92611,205.3,6523085.0,-0.002623
2020-12-23,V,92611,205.3,6523085.0,-0.002623
2020-12-23,V,92611,205.3,6523085.0,-0.002623
2020-12-23,V,92611,205.3,6523085.0,-0.002623
2020-12-24,V,92611,208.7,3367895.0,0.016561
2020-12-24,V,92611,208.7,3367895.0,0.016561
2020-12-24,V,92611,208.7,3367895.0,0.016561
2020-12-24,V,92611,208.7,3367895.0,0.016561
2020-12-24,V,92611,208.7,3367895.0,0.016561
2020-12-28,V,92611,212.63,5816208.0,0.018831
2020-12-28,V,92611,212.63,5816208.0,0.018831
2020-12-28,V,92611,212.63,5816208.0,0.018831
2020-12-28,V,92611,212.63,5816208.0,0.018831
2020-12-28,V,92611,212.63,5816208.0,0.018831
2020-12-29,V,92611,214.37,6093412.0,0.008183
2020-12-29,V,92611,214.37,6093412.0,0.008183
2020-12-29,V,92611,214.37,6093412.0,0.008183
2020-12-29,V,92611,214.37,6093412.0,0.008183
2020-12-29,V,92611,214.37,6093412.0,0.008183
2020-12-30,V,92611,218.36,8875066.0,0.018613
2020-12-30,V,92611,218.36,8875066.0,0.018613
2020-12-30,V,92611,218.36,8875066.0,0.018613
2020-12-30,V,92611,218.36,8875066.0,0.018613
2020-12-30,V,92611,218.36,8875066.0,0.018613
2020-12-31,V,92611,218.73,5922170.0,0.001694
2020-12-31,V,92611,218.73,5922170.0,0.001694
2020-12-31,V,92611,218.73,5922170.0,0.001694
2020-12-31,V,92611,218.73,5922170.0,0.001694
2020-12-31,V,92611,218.73,5922170.0,0.001694
2021-01-04,V,92611,217.75999,10318329.0,-0.004435
2021-01-04,V,92611,217.75999,10318329.0,-0.004435
2021-01-04,V,92611,217.75999,10318329.0,-0.004435
2021-01-04,V,92611,217.75999,10318329.0,-0.004435
2021-01-04,V,92611,217.75999,10318329.0,-0.004435
2021-01-05,V,92611,214.50999,6869718.0,-0.014925
2021-01-05,V,92611,214.50999,6869718.0,-0.014925
2021-01-05,V,92611,214.50999,6869718.0,-0.014925
2021-01-05,V,92611,214.50999,6869718.0,-0.014925
2021-01-05,V,92611,214.50999,6869718.0,-0.014925
2021-01-06,V,92611,212.62,7206248.0,-0.008811
2021-01-06,V,92611,212.62,7206248.0,-0.008811
2021-01-06,V,92611,212.62,7206248.0,-0.008811
2021-01-06,V,92611,212.62,7206248.0,-0.008811
2021-01-06,V,92611,212.62,7206248.0,-0.008811
2021-01-07,V,92611,213.81,10967869.0,0.005597
2021-01-07,V,92611,213.81,10967869.0,0.005597
2021-01-07,V,92611,213.81,10967869.0,0.005597
2021-01-07,V,92611,213.81,10967869.0,0.005597
2021-01-07,V,92611,213.81,10967869.0,0.005597
2021-01-08,V,92611,215.45,6513279.0,0.00767
