Date,AAPL,AMZN,DIS,GOOGL,INTC,JPM,META,MSFT,NFLX,NVDA,PG,TSLA,V
9/2/2022,$155.81 ,$127.51 ,$111.20 ,$107.85 ,$31.22 ,$113.71 ,$160.32 ,$256.06 ,$22.61 ,$13.65 ,$137.16 ,$270.21 ,$197.76 
9/1/2022,$157.96 ,$127.82 ,$112.53 ,$109.74 ,$31.76 ,$114.51 ,$165.36 ,$260.40 ,$23.00 ,$13.94 ,$139.64 ,$277.16 ,$200.13 
8/31/2022,$157.22 ,$126.77 ,$112.08 ,$108.22 ,$31.92 ,$113.73 ,$162.93 ,$261.47 ,$22.36 ,$15.09 ,$137.94 ,$275.61 ,$198.71 
8/30/2022,$158.91 ,$128.73 ,$112.43 ,$108.94 ,$32.26 ,$114.41 ,$157.16 ,$262.97 ,$22.07 ,$15.47 ,$140.18 ,$277.70 ,$201.38 
8/29/2022,$161.38 ,$129.79 ,$113.53 ,$109.42 ,$32.94 ,$114.39 ,$159.17 ,$265.23 ,$22.46 ,$15.80 ,$141.69 ,$284.82 ,$202.33 
8/26/2022,$163.62 ,$130.75 ,$114.07 ,$110.34 ,$33.36 ,$114.67 ,$161.78 ,$268.09 ,$22.33 ,$16.26 ,$142.29 ,$288.09 ,$202.89 
8/25/2022,$170.03 ,$137.28 ,$117.46 ,$116.65 ,$34.89 ,$118.55 ,$168.78 ,$278.85 ,$23.40 ,$17.91 ,$145.70 ,$296.07 ,$209.82 
8/24/2022,$167.53 ,$133.80 ,$116.41 ,$113.69 ,$33.86 ,$115.80 ,$163.26 ,$275.79 ,$22.96 ,$17.22 ,$145.82 ,$297.10 ,$206.67 
8/23/2022,$167.23 ,$133.62 ,$114.86 ,$113.86 ,$33.95 ,$115.52 ,$161.11 ,$276.44 ,$22.46 ,$17.18 ,$146.45 ,$296.45 ,$206.80 
8/22/2022,$167.57 ,$133.22 ,$115.94 ,$114.24 ,$33.84 ,$116.67 ,$163.05 ,$277.75 ,$22.65 ,$17.03 ,$149.33 ,$289.91 ,$208.61 
8/19/2022,$171.52 ,$138.23 ,$120.14 ,$117.21 ,$35.38 ,$118.63 ,$167.96 ,$286.15 ,$24.12 ,$17.85 ,$149.73 ,$296.67 ,$212.82 
8/18/2022,$174.15 ,$142.30 ,$122.67 ,$120.17 ,$36.20 ,$121.64 ,$174.66 ,$290.17 ,$24.52 ,$18.77 ,$149.77 ,$302.87 ,$215.25 
8/17/2022,$174.55 ,$142.10 ,$122.81 ,$119.55 ,$35.78 ,$122.59 ,$174.85 ,$291.32 ,$24.12 ,$18.34 ,$149.24 ,$304.00 ,$214.52 
8/16/2022,$173.03 ,$144.78 ,$124.96 ,$121.70 ,$36.19 ,$123.63 ,$179.47 ,$292.71 ,$24.57 ,$18.88 ,$149.93 ,$306.56 ,$217.14 
8/15/2022,$173.19 ,$143.18 ,$124.26 ,$122.08 ,$36.34 ,$122.46 ,$180.89 ,$293.47 ,$24.91 ,$19.03 ,$148.56 ,$309.32 ,$216.42 
8/12/2022,$172.10 ,$143.55 ,$121.57 ,$121.68 ,$36.11 ,$122.13 ,$180.50 ,$291.91 ,$24.93 ,$18.71 ,$146.67 ,$300.03 ,$211.33 
8/11/2022,$168.49 ,$140.64 ,$117.69 ,$118.84 ,$35.59 ,$120.14 ,$177.49 ,$287.02 ,$24.27 ,$17.94 ,$145.26 ,$286.63 ,$211.08 
8/10/2022,$169.24 ,$142.69 ,$112.43 ,$119.70 ,$35.37 ,$118.39 ,$178.34 ,$289.16 ,$24.41 ,$18.10 ,$146.30 ,$294.36 ,$212.10 
8/9/2022,$164.92 ,$137.83 ,$108.13 ,$116.63 ,$34.52 ,$115.38 ,$168.53 ,$282.30 ,$22.99 ,$17.09 ,$144.93 ,$283.33 ,$210.26 
8/8/2022,$164.87 ,$139.41 ,$109.11 ,$117.30 ,$35.38 ,$114.35 ,$170.25 ,$280.32 ,$23.35 ,$17.79 ,$145.27 ,$290.42 ,$213.32 
8/5/2022,$165.35 ,$140.80 ,$106.63 ,$117.47 ,$35.39 ,$115.76 ,$167.11 ,$282.91 ,$22.68 ,$18.99 ,$144.72 ,$288.17 ,$215.87 
8/4/2022,$165.81 ,$142.57 ,$108.12 ,$118.19 ,$35.66 ,$112.36 ,$170.57 ,$283.65 ,$22.99 ,$19.22 ,$144.65 ,$308.63 ,$213.47 
8/3/2022,$166.13 ,$139.52 ,$109.02 ,$118.08 ,$36.52 ,$113.61 ,$168.80 ,$282.47 ,$22.67 ,$18.89 ,$144.88 ,$307.40 ,$208.48 
8/2/2022,$160.01 ,$134.16 ,$104.71 ,$115.13 ,$36.01 ,$112.43 ,$160.19 ,$274.82 ,$22.14 ,$18.53 ,$141.95 ,$300.59 ,$206.26 
8/1/2022,$161.51 ,$135.39 ,$106.22 ,$114.86 ,$36.96 ,$114.21 ,$159.93 ,$278.01 ,$22.62 ,$18.44 ,$142.90 ,$297.28 ,$211.36 
7/29/2022,$162.51 ,$134.95 ,$106.10 ,$116.32 ,$36.31 ,$115.36 ,$159.10 ,$280.74 ,$22.49 ,$18.16 ,$138.91 ,$297.15 ,$212.11 
7/28/2022,$157.35 ,$122.28 ,$104.90 ,$114.22 ,$39.71 ,$114.81 ,$160.72 ,$276.41 ,$22.60 ,$17.98 ,$148.06 ,$280.90 ,$211.35 
7/27/2022,$156.79 ,$120.97 ,$103.50 ,$113.06 ,$40.18 ,$115.24 ,$169.58 ,$268.74 ,$22.68 ,$17.79 ,$145.64 ,$274.82 ,$210.47 
7/26/2022,$151.60 ,$114.81 ,$99.78 ,$105.02 ,$38.96 ,$113.42 ,$159.15 ,$251.90 ,$21.39 ,$16.53 ,$144.27 ,$258.86 ,$212.49 
7/25/2022,$152.95 ,$121.14 ,$102.69 ,$107.51 ,$39.16 ,$115.22 ,$166.65 ,$258.83 ,$21.85 ,$17.02 ,$143.99 ,$268.43 ,$214.27 
7/22/2022,$154.09 ,$122.42 ,$102.72 ,$107.90 ,$39.20 ,$114.76 ,$169.27 ,$260.36 ,$22.04 ,$17.32 ,$143.02 ,$272.24 ,$213.70 
7/21/2022,$155.35 ,$124.63 ,$104.18 ,$114.34 ,$40.61 ,$115.32 ,$183.17 ,$264.84 ,$22.39 ,$18.05 ,$140.77 ,$271.71 ,$216.19 
7/20/2022,$153.04 ,$122.77 ,$103.35 ,$113.90 ,$40.56 ,$114.54 ,$183.09 ,$262.27 ,$21.64 ,$17.81 ,$141.55 ,$247.50 ,$213.37 
7/19/2022,$151.00 ,$118.21 ,$99.61 ,$113.81 ,$40.22 ,$114.56 ,$175.78 ,$259.53 ,$20.16 ,$16.99 ,$144.04 ,$245.53 ,$213.66 
7/18/2022,$147.07 ,$113.76 ,$95.70 ,$109.03 ,$38.71 ,$111.79 ,$167.23 ,$254.25 ,$19.09 ,$16.10 ,$143.31 ,$240.55 ,$207.21 
7/15/2022,$150.17 ,$113.55 ,$95.20 ,$111.78 ,$38.62 ,$112.95 ,$164.70 ,$256.72 ,$18.91 ,$15.76 ,$145.07 ,$240.07 ,$210.04 
7/14/2022,$148.47 ,$110.63 ,$91.84 ,$110.37 ,$37.71 ,$108.00 ,$158.05 ,$254.08 ,$17.48 ,$15.37 ,$145.27 ,$238.31 ,$205.91 
7/13/2022,$145.49 ,$110.40 ,$92.94 ,$111.35 ,$37.21 ,$111.91 ,$163.49 ,$252.72 ,$17.66 ,$15.16 ,$145.70 ,$237.04 ,$204.15 
7/12/2022,$145.86 ,$109.22 ,$93.60 ,$114.02 ,$37.21 ,$112.97 ,$163.27 ,$253.67 ,$17.45 ,$15.08 ,$144.75 ,$233.07 ,$204.82 
7/11/2022,$144.87 ,$111.75 ,$93.64 ,$115.68 ,$37.20 ,$112.86 ,$162.88 ,$264.51 ,$17.73 ,$15.15 ,$146.04 ,$234.34 ,$205.06 
7/8/2022,$147.04 ,$115.54 ,$95.86 ,$119.35 ,$37.99 ,$114.36 ,$170.88 ,$267.66 ,$18.70 ,$15.84 ,$145.02 ,$250.76 ,$203.57 
7/7/2022,$146.35 ,$116.33 ,$97.43 ,$118.78 ,$38.14 ,$114.72 ,$172.19 ,$268.40 ,$18.93 ,$15.86 ,$146.00 ,$244.54 ,$202.80 
7/6/2022,$142.92 ,$114.33 ,$96.08 ,$114.57 ,$36.99 ,$111.89 ,$169.77 ,$266.21 ,$18.41 ,$15.13 ,$146.05 ,$231.73 ,$201.12 
7/5/2022,$141.56 ,$113.50 ,$97.18 ,$113.26 ,$36.69 ,$112.62 ,$168.19 ,$262.85 ,$18.59 ,$14.96 ,$144.70 ,$233.07 ,$200.54 
7/1/2022,$138.93 ,$109.56 ,$96.14 ,$108.74 ,$36.34 ,$114.05 ,$160.03 ,$259.58 ,$18.00 ,$14.52 ,$146.11 ,$227.26 ,$199.18 
6/30/2022,$136.72 ,$106.21 ,$94.40 ,$108.96 ,$37.41 ,$112.61 ,$161.25 ,$256.83 ,$17.49 ,$15.16 ,$143.79 ,$224.47 ,$196.89 
6/29/2022,$139.23 ,$108.92 ,$95.65 ,$111.70 ,$37.29 ,$115.30 ,$163.94 ,$260.26 ,$17.84 ,$15.54 ,$142.20 ,$228.49 ,$199.50 
6/28/2022,$137.44 ,$107.40 ,$95.92 ,$112.01 ,$37.78 ,$115.82 ,$160.68 ,$256.48 ,$17.96 ,$15.98 ,$140.92 ,$232.66 ,$198.12 
6/27/2022,$141.66 ,$113.22 ,$96.61 ,$115.83 ,$38.63 ,$116.38 ,$169.49 ,$264.89 ,$18.91 ,$16.87 ,$143.25 ,$244.92 ,$203.56 
6/24/2022,$141.66 ,$116.46 ,$97.78 ,$117.98 ,$38.61 ,$117.32 ,$170.16 ,$267.70 ,$19.09 ,$17.13 ,$144.35 ,$245.71 ,$205.51 
6/23/2022,$138.27 ,$112.44 ,$94.30 ,$112.24 ,$37.41 ,$113.92 ,$158.75 ,$258.86 ,$18.17 ,$16.23 ,$142.30 ,$235.07 ,$196.64 
6/22/2022,$135.35 ,$108.95 ,$93.50 ,$111.49 ,$37.38 ,$115.18 ,$155.85 ,$253.13 ,$17.89 ,$16.36 ,$138.50 ,$236.09 ,$193.82 
6/21/2022,$135.87 ,$108.68 ,$93.29 ,$111.54 ,$37.73 ,$115.83 ,$157.05 ,$253.74 ,$17.09 ,$16.57 ,$136.37 ,$237.04 ,$194.39 
6/17/2022,$131.56 ,$106.22 ,$94.34 ,$107.14 ,$36.97 ,$113.03 ,$163.74 ,$247.65 ,$17.55 ,$15.88 ,$132.36 ,$216.76 ,$190.01 
6/16/2022,$130.06 ,$103.66 ,$94.28 ,$106.03 ,$37.34 ,$113.43 ,$160.87 ,$244.97 ,$17.34 ,$15.60 ,$133.32 ,$213.10 ,$189.05 
6/15/2022,$135.43 ,$107.67 ,$95.88 ,$109.76 ,$38.65 ,$115.41 ,$169.35 ,$251.76 ,$18.01 ,$16.53 ,$132.51 ,$233.00 ,$196.16 
6/14/2022,$132.76 ,$102.31 ,$94.22 ,$106.72 ,$37.93 ,$114.06 ,$163.73 ,$244.49 ,$16.75 ,$15.84 ,$133.84 ,$220.89 ,$193.52 
6/13/2022,$131.88 ,$103.67 ,$95.71 ,$106.39 ,$37.77 ,$115.99 ,$164.26 ,$242.26 ,$16.97 ,$15.65 ,$138.15 ,$215.74 ,$192.26 
6/10/2022,$137.13 ,$109.65 ,$99.40 ,$111.16 ,$39.18 ,$119.55 ,$175.57 ,$252.99 ,$18.29 ,$16.97 ,$141.95 ,$232.23 ,$199.51 
6/9/2022,$142.64 ,$116.15 ,$103.30 ,$114.84 ,$40.01 ,$125.31 ,$184.00 ,$264.79 ,$19.28 ,$18.05 ,$142.49 ,$239.71 ,$206.11 
6/8/2022,$147.96 ,$121.18 ,$107.34 ,$117.19 ,$41.23 ,$128.00 ,$196.64 ,$270.41 ,$20.28 ,$18.65 ,$145.11 ,$241.87 ,$213.50 
6/7/2022,$148.71 ,$123.00 ,$107.79 ,$117.15 ,$43.53 ,$130.07 ,$195.65 ,$272.50 ,$19.86 ,$18.93 ,$146.94 ,$238.89 ,$214.50 
6/6/2022,$146.14 ,$124.79 ,$107.83 ,$116.82 ,$43.34 ,$129.73 ,$194.25 ,$268.75 ,$19.71 ,$18.79 ,$145.32 ,$238.28 ,$212.94 
6/3/2022,$145.38 ,$122.35 ,$108.67 ,$114.54 ,$43.39 ,$130.16 ,$190.78 ,$270.02 ,$19.90 ,$18.72 ,$145.89 ,$234.52 ,$212.65 
6/2/2022,$151.21 ,$125.51 ,$110.87 ,$117.62 ,$44.84 ,$132.00 ,$198.86 ,$274.58 ,$20.51 ,$19.59 ,$147.21 ,$258.33 ,$215.05 
6/1/2022,$148.71 ,$121.68 ,$109.19 ,$113.89 ,$44.11 ,$129.91 ,$188.64 ,$272.42 ,$19.29 ,$18.32 ,$145.64 ,$246.79 ,$209.93 
5/31/2022,$148.84 ,$120.21 ,$110.44 ,$113.76 ,$44.42 ,$132.23 ,$193.64 ,$271.87 ,$19.74 ,$18.67 ,$147.88 ,$252.75 ,$212.17 
5/27/2022,$149.64 ,$115.15 ,$109.32 ,$112.32 ,$44.55 ,$131.27 ,$195.13 ,$273.24 ,$19.52 ,$18.81 ,$148.72 ,$253.21 ,$212.88 
5/26/2022,$143.78 ,$111.08 ,$105.61 ,$107.79 ,$43.48 ,$129.44 ,$191.63 ,$265.90 ,$19.14 ,$17.85 ,$146.48 ,$235.91 ,$208.55 
5/25/2022,$140.52 ,$106.78 ,$103.26 ,$105.81 ,$42.20 ,$127.24 ,$183.83 ,$262.52 ,$18.78 ,$16.98 ,$145.21 ,$219.60 ,$203.84 
5/24/2022,$140.36 ,$104.10 ,$101.59 ,$105.97 ,$41.67 ,$126.36 ,$181.28 ,$259.62 ,$18.03 ,$16.15 ,$147.63 ,$209.39 ,$202.63 
5/23/2022,$143.11 ,$107.56 ,$105.83 ,$111.49 ,$42.00 ,$124.60 ,$196.23 ,$260.65 ,$18.74 ,$16.90 ,$145.05 ,$224.97 ,$207.56 
5/20/2022,$137.59 ,$107.59 ,$102.42 ,$108.91 ,$41.65 ,$117.34 ,$193.54 ,$252.56 ,$18.64 ,$16.69 ,$141.79 ,$221.30 ,$199.03 
5/19/2022,$137.35 ,$107.32 ,$103.14 ,$110.38 ,$42.01 ,$118.31 ,$191.29 ,$253.14 ,$18.35 ,$17.12 ,$141.70 ,$236.47 ,$197.37 
5/18/2022,$140.82 ,$107.11 ,$104.30 ,$111.90 ,$42.35 ,$120.09 ,$192.24 ,$254.08 ,$17.72 ,$16.94 ,$145.04 ,$236.60 ,$199.99 
5/17/2022,$149.24 ,$115.37 ,$108.64 ,$116.47 ,$44.40 ,$122.18 ,$202.62 ,$266.82 ,$19.06 ,$18.18 ,$154.68 ,$253.87 ,$204.00 
5/16/2022,$145.54 ,$110.81 ,$105.18 ,$114.45 ,$43.08 ,$118.26 ,$200.04 ,$261.50 ,$18.65 ,$17.26 ,$155.12 ,$241.46 ,$197.81 
5/13/2022,$147.11 ,$113.06 ,$107.33 ,$116.05 ,$43.60 ,$119.09 ,$198.62 ,$261.12 ,$18.76 ,$17.71 ,$153.62 ,$256.53 ,$199.23 
5/12/2022,$142.56 ,$106.93 ,$104.31 ,$112.84 ,$42.84 ,$118.04 ,$191.24 ,$255.35 ,$17.43 ,$16.18 ,$151.99 ,$242.67 ,$193.97 
5/11/2022,$146.50 ,$105.37 ,$105.21 ,$113.60 ,$42.83 ,$118.14 ,$188.74 ,$260.55 ,$16.64 ,$16.63 ,$152.61 ,$244.67 ,$196.72 
5/10/2022,$154.51 ,$108.86 ,$107.68 ,$114.40 ,$44.01 ,$118.89 ,$197.65 ,$269.50 ,$17.77 ,$17.60 ,$154.79 ,$266.68 ,$193.58 
5/9/2022,$152.06 ,$108.79 ,$106.98 ,$112.51 ,$43.07 ,$121.86 ,$196.21 ,$264.58 ,$17.31 ,$16.95 ,$155.61 ,$262.37 ,$193.00 
5/6/2022,$157.28 ,$114.77 ,$110.29 ,$115.75 ,$44.30 ,$123.72 ,$203.77 ,$274.73 ,$18.10 ,$18.68 ,$156.00 ,$288.55 ,$202.82 
5/5/2022,$156.77 ,$116.41 ,$112.61 ,$116.51 ,$44.60 ,$123.92 ,$208.28 ,$277.35 ,$18.83 ,$18.84 ,$154.46 ,$291.09 ,$205.24 
5/4/2022,$166.02 ,$125.93 ,$116.19 ,$122.26 ,$46.54 ,$127.10 ,$223.41 ,$289.98 ,$20.40 ,$20.33 ,$157.36 ,$317.54 ,$214.52 
5/3/2022,$159.48 ,$124.25 ,$113.55 ,$117.33 ,$45.06 ,$123.03 ,$212.03 ,$281.78 ,$19.99 ,$19.60 ,$156.21 ,$303.08 ,$208.56 
5/2/2022,$157.96 ,$124.50 ,$113.50 ,$116.58 ,$44.96 ,$120.45 ,$211.13 ,$284.47 ,$19.95 ,$19.53 ,$158.38 ,$300.98 ,$211.53 
4/29/2022,$157.65 ,$124.28 ,$111.63 ,$114.11 ,$43.59 ,$119.36 ,$200.47 ,$277.52 ,$19.04 ,$18.55 ,$160.55 ,$290.25 ,$213.13 
4/28/2022,$163.64 ,$144.60 ,$115.29 ,$118.52 ,$46.84 ,$123.34 ,$205.73 ,$289.63 ,$19.95 ,$19.78 ,$163.41 ,$292.50 ,$220.66 
4/27/2022,$156.57 ,$138.17 ,$115.21 ,$114.29 ,$45.22 ,$121.42 ,$174.95 ,$283.22 ,$18.85 ,$18.42 ,$159.36 ,$293.84 ,$214.11 
4/26/2022,$156.80 ,$139.39 ,$115.77 ,$118.65 ,$45.52 ,$123.02 ,$180.95 ,$270.22 ,$19.84 ,$18.79 ,$159.79 ,$292.14 ,$201.10 
4/25/2022,$162.88 ,$146.07 ,$119.95 ,$123.07 ,$47.06 ,$126.77 ,$186.99 ,$280.72 ,$20.99 ,$19.90 ,$162.55 ,$332.67 ,$209.95 
4/22/2022,$161.79 ,$144.35 ,$118.27 ,$119.64 ,$46.54 ,$126.81 ,$184.11 ,$274.03 ,$21.55 ,$19.52 ,$161.25 ,$335.02 ,$208.17 
4/21/2022,$166.42 ,$148.30 ,$121.66 ,$124.81 ,$47.50 ,$130.56 ,$188.07 ,$280.81 ,$21.82 ,$20.18 ,$162.61 ,$336.26 ,$216.45 
4/20/2022,$167.23 ,$154.00 ,$124.57 ,$128.04 ,$48.11 ,$131.58 ,$200.42 ,$286.36 ,$22.62 ,$21.48 ,$163.65 ,$325.73 ,$217.79 
4/19/2022,$167.40 ,$158.12 ,$131.90 ,$130.01 ,$47.93 ,$131.12 ,$217.31 ,$285.30 ,$34.86 ,$22.20 ,$159.41 ,$342.72 ,$215.70 
4/18/2022,$165.07 ,$152.79 ,$127.77 ,$127.68 ,$46.64 ,$128.46 ,$210.77 ,$280.52 ,$33.79 ,$21.78 ,$157.06 ,$334.76 ,$213.17 
4/14/2022,$165.29 ,$151.71 ,$130.47 ,$126.73 ,$45.67 ,$126.12 ,$210.18 ,$279.83 ,$34.11 ,$21.26 ,$158.57 ,$328.33 ,$212.79 
4/13/2022,$170.40 ,$155.54 ,$132.35 ,$129.89 ,$47.01 ,$127.30 ,$214.99 ,$287.62 ,$35.04 ,$22.20 ,$159.46 ,$340.79 ,$213.27 
4/12/2022,$167.66 ,$150.79 ,$130.84 ,$127.71 ,$46.50 ,$131.54 ,$214.14 ,$282.06 ,$34.41 ,$21.50 ,$159.01 ,$328.98 ,$211.40 
4/11/2022,$165.75 ,$151.12 ,$130.65 ,$128.82 ,$46.57 ,$133.00 ,$216.46 ,$285.26 ,$34.80 ,$21.92 ,$159.49 ,$325.31 ,$214.75 
4/8/2022,$170.09 ,$154.46 ,$131.87 ,$133.29 ,$47.02 ,$133.49 ,$222.33 ,$296.97 ,$35.59 ,$23.12 ,$160.10 ,$341.83 ,$216.98 
4/7/2022,$172.14 ,$157.78 ,$131.87 ,$135.89 ,$47.56 ,$131.09 ,$222.95 ,$301.37 ,$36.22 ,$24.21 ,$158.86 ,$352.42 ,$216.15 
4/6/2022,$171.83 ,$158.76 ,$132.57 ,$136.55 ,$47.54 ,$131.49 ,$223.30 ,$299.50 ,$36.84 ,$24.41 ,$156.83 ,$348.59 ,$219.01 
4/5/2022,$175.06 ,$164.06 ,$135.62 ,$140.59 ,$48.13 ,$133.34 ,$231.84 ,$310.88 ,$38.02 ,$25.93 ,$154.62 ,$363.75 ,$226.09 
4/4/2022,$178.44 ,$168.35 ,$138.58 ,$142.97 ,$49.20 ,$135.91 ,$233.89 ,$314.97 ,$39.15 ,$27.36 ,$154.08 ,$381.82 ,$227.74 
4/1/2022,$174.31 ,$163.56 ,$137.00 ,$140.15 ,$48.11 ,$135.31 ,$224.85 ,$309.42 ,$37.35 ,$26.71 ,$155.09 ,$361.53 ,$226.36 
3/31/2022,$174.61 ,$163.00 ,$137.16 ,$139.07 ,$49.56 ,$136.32 ,$222.36 ,$308.31 ,$37.46 ,$27.29 ,$152.80 ,$359.20 ,$221.77 
3/30/2022,$177.77 ,$166.30 ,$140.96 ,$141.94 ,$51.43 ,$140.54 ,$227.85 ,$313.86 ,$38.15 ,$27.69 ,$154.39 ,$364.66 ,$223.95 
3/29/2022,$178.96 ,$169.32 ,$142.38 ,$142.51 ,$52.25 ,$141.18 ,$229.86 ,$315.41 ,$39.18 ,$28.66 ,$155.46 ,$366.52 ,$228.12 
3/28/2022,$175.60 ,$168.99 ,$138.72 ,$141.46 ,$51.51 ,$140.87 ,$223.59 ,$310.70 ,$37.85 ,$28.22 ,$153.88 ,$363.95 ,$220.77 
3/25/2022,$174.72 ,$164.77 ,$139.14 ,$141.67 ,$51.83 ,$141.92 ,$221.82 ,$303.68 ,$37.39 ,$27.69 ,$152.83 ,$336.88 ,$218.43 
3/24/2022,$174.07 ,$163.65 ,$138.96 ,$141.57 ,$51.62 ,$140.69 ,$219.57 ,$304.10 ,$37.57 ,$28.15 ,$151.08 ,$337.97 ,$217.31 
3/23/2022,$170.21 ,$163.41 ,$137.64 ,$138.28 ,$48.27 ,$139.78 ,$213.46 ,$299.49 ,$37.45 ,$25.63 ,$150.82 ,$333.04 ,$214.68 
3/22/2022,$168.82 ,$164.89 ,$140.11 ,$139.87 ,$48.39 ,$142.62 ,$216.65 ,$304.06 ,$38.29 ,$26.52 ,$151.88 ,$331.33 ,$218.47 
3/21/2022,$165.38 ,$161.49 ,$138.62 ,$136.10 ,$47.39 ,$139.65 ,$211.49 ,$299.16 ,$37.46 ,$26.73 ,$150.72 ,$307.05 ,$217.04 
3/18/2022,$163.98 ,$161.25 ,$140.30 ,$136.13 ,$47.45 ,$140.10 ,$216.49 ,$300.43 ,$38.06 ,$26.45 ,$150.15 ,$301.80 ,$219.11 
3/17/2022,$160.62 ,$157.24 ,$139.47 ,$133.84 ,$47.14 ,$140.15 ,$207.84 ,$295.22 ,$37.14 ,$24.77 ,$150.23 ,$290.53 ,$213.45 
3/16/2022,$159.59 ,$153.10 ,$138.14 ,$133.28 ,$46.63 ,$138.40 ,$203.63 ,$294.39 ,$35.75 ,$24.50 ,$149.76 ,$280.08 ,$211.87 
3/15/2022,$155.09 ,$147.37 ,$134.20 ,$129.20 ,$44.81 ,$132.48 ,$192.03 ,$287.15 ,$34.38 ,$22.97 ,$150.27 ,$267.30 ,$206.14 
3/14/2022,$150.62 ,$141.85 ,$129.03 ,$125.95 ,$44.40 ,$130.17 ,$186.63 ,$276.44 ,$33.10 ,$21.33 ,$145.05 ,$255.46 ,$200.33 
3/11/2022,$154.73 ,$145.52 ,$131.75 ,$129.87 ,$45.83 ,$128.89 ,$187.61 ,$280.07 ,$34.03 ,$22.10 ,$143.22 ,$265.12 ,$196.71 
3/10/2022,$158.52 ,$146.82 ,$133.64 ,$132.43 ,$46.66 ,$131.86 ,$195.21 ,$285.59 ,$35.68 ,$22.66 ,$144.94 ,$279.43 ,$197.97 
3/9/2022,$162.95 ,$139.28 ,$133.65 ,$133.42 ,$47.63 ,$133.44 ,$198.50 ,$288.50 ,$35.88 ,$23.01 ,$148.77 ,$286.32 ,$199.76 
3/8/2022,$157.44 ,$136.01 ,$131.75 ,$127.10 ,$47.50 ,$128.30 ,$190.29 ,$275.85 ,$34.18 ,$21.51 ,$146.79 ,$274.80 ,$191.71 
3/7/2022,$159.30 ,$137.45 ,$133.50 ,$126.38 ,$47.68 ,$129.21 ,$187.47 ,$278.91 ,$35.03 ,$21.35 ,$152.84 ,$268.19 ,$190.70 
3/4/2022,$163.17 ,$145.64 ,$140.72 ,$131.91 ,$48.07 ,$134.40 ,$200.06 ,$289.86 ,$36.17 ,$22.94 ,$155.14 ,$279.43 ,$200.29 
3/3/2022,$166.23 ,$147.90 ,$145.57 ,$133.90 ,$47.93 ,$138.29 ,$202.97 ,$295.92 ,$36.81 ,$23.71 ,$154.36 ,$279.76 ,$207.23 
3/2/2022,$166.56 ,$152.05 ,$147.34 ,$134.57 ,$48.87 ,$139.28 ,$208.11 ,$300.19 ,$38.00 ,$24.22 ,$153.79 ,$293.30 ,$208.48 
3/1/2022,$163.20 ,$151.14 ,$145.70 ,$134.06 ,$46.82 ,$136.45 ,$203.49 ,$294.95 ,$38.62 ,$23.48 ,$153.31 ,$288.12 ,$208.97 
2/28/2022,$165.12 ,$153.56 ,$148.46 ,$135.06 ,$47.70 ,$141.80 ,$211.03 ,$298.79 ,$39.45 ,$24.39 ,$155.89 ,$290.14 ,$216.12 
2/25/2022,$164.85 ,$153.79 ,$149.53 ,$134.46 ,$47.71 ,$147.97 ,$210.48 ,$297.31 ,$39.08 ,$24.16 ,$158.24 ,$269.96 ,$219.27 
2/24/2022,$162.74 ,$151.36 ,$149.40 ,$132.69 ,$46.72 ,$144.55 ,$207.60 ,$294.59 ,$39.00 ,$23.75 ,$151.76 ,$266.92 ,$217.30 
2/23/2022,$160.07 ,$144.83 ,$145.87 ,$127.59 ,$44.65 ,$148.69 ,$198.45 ,$280.27 ,$36.75 ,$22.39 ,$155.96 ,$254.68 ,$215.95 
2/22/2022,$164.32 ,$150.20 ,$148.09 ,$129.81 ,$44.69 ,$151.87 ,$202.08 ,$287.72 ,$37.74 ,$23.39 ,$157.93 ,$273.84 ,$221.32 
2/18/2022,$167.30 ,$152.60 ,$151.36 ,$130.40 ,$45.04 ,$152.14 ,$206.16 ,$287.93 ,$39.13 ,$23.64 ,$159.90 ,$285.66 ,$222.69 
2/17/2022,$168.88 ,$154.65 ,$152.95 ,$132.54 ,$47.57 ,$151.43 ,$207.71 ,$290.73 ,$38.67 ,$24.51 ,$159.82 ,$292.12 ,$224.61 
2/16/2022,$172.55 ,$158.10 ,$156.35 ,$137.74 ,$48.23 ,$155.00 ,$216.54 ,$299.50 ,$39.81 ,$26.51 ,$158.01 ,$307.80 ,$228.82 
2/15/2022,$172.79 ,$156.51 ,$154.72 ,$136.61 ,$48.44 ,$154.72 ,$221.00 ,$300.47 ,$40.75 ,$26.50 ,$156.82 ,$307.48 ,$227.82 
2/14/2022,$168.88 ,$155.17 ,$150.85 ,$135.53 ,$47.58 ,$152.49 ,$217.70 ,$295.00 ,$39.66 ,$24.27 ,$156.74 ,$291.92 ,$225.34 
2/11/2022,$168.64 ,$153.29 ,$149.47 ,$134.28 ,$47.63 ,$153.92 ,$219.55 ,$295.04 ,$39.13 ,$23.95 ,$156.29 ,$286.67 ,$224.69 
2/10/2022,$172.12 ,$159.00 ,$152.16 ,$138.62 ,$48.86 ,$155.95 ,$228.07 ,$302.38 ,$40.63 ,$25.82 ,$157.17 ,$301.52 ,$225.59 
2/9/2022,$176.28 ,$161.19 ,$147.23 ,$141.59 ,$49.91 ,$156.60 ,$232.00 ,$311.21 ,$41.29 ,$26.71 ,$159.60 ,$310.67 ,$230.87 
