Date,AAPL,AMZN,DIS,GOOGL,INTC,JPM,META,MSFT,NFLX,NVDA,PG,TSLA,V
3/30/2023,$162.36 ,$102.00 ,$98.10 ,$100.89 ,$32.09 ,$128.75 ,$207.84 ,$284.05 ,$33.84 ,$27.38 ,$147.45 ,$195.28 ,$222.36 
3/29/2023,$160.77 ,$100.25 ,$96.87 ,$101.39 ,$31.52 ,$129.14 ,$205.35 ,$280.51 ,$33.20 ,$26.98 ,$146.81 ,$193.88 ,$223.30 
3/28/2023,$157.65 ,$97.24 ,$94.82 ,$101.03 ,$29.29 ,$128.88 ,$200.68 ,$275.23 ,$32.35 ,$26.41 ,$146.36 ,$189.19 ,$220.33 
3/27/2023,$158.28 ,$98.04 ,$95.62 ,$102.46 ,$29.18 ,$128.49 ,$202.84 ,$276.38 ,$32.77 ,$26.53 ,$145.95 ,$191.81 ,$221.81 
3/24/2023,$160.25 ,$98.13 ,$94.08 ,$105.44 ,$29.36 ,$124.91 ,$206.01 ,$280.57 ,$32.84 ,$26.78 ,$146.72 ,$190.41 ,$221.04 
3/23/2023,$158.93 ,$98.71 ,$95.83 ,$105.60 ,$29.03 ,$126.84 ,$204.28 ,$277.66 ,$32.04 ,$27.19 ,$143.79 ,$192.22 ,$222.59 
3/22/2023,$157.83 ,$98.70 ,$94.90 ,$103.37 ,$28.13 ,$127.18 ,$199.81 ,$272.29 ,$29.39 ,$26.47 ,$143.99 ,$191.15 ,$220.04 
3/21/2023,$159.28 ,$100.61 ,$96.54 ,$104.92 ,$28.46 ,$130.55 ,$202.16 ,$273.78 ,$30.58 ,$26.20 ,$144.08 ,$197.58 ,$221.95 
3/20/2023,$157.40 ,$97.71 ,$94.22 ,$101.22 ,$29.16 ,$127.14 ,$197.81 ,$272.23 ,$30.51 ,$25.90 ,$145.13 ,$183.25 ,$218.15 
3/17/2023,$155.00 ,$98.95 ,$93.20 ,$101.62 ,$29.81 ,$125.81 ,$195.61 ,$279.43 ,$30.35 ,$25.73 ,$142.93 ,$180.13 ,$217.39 
3/16/2023,$155.85 ,$100.04 ,$94.29 ,$100.32 ,$30.18 ,$130.75 ,$204.93 ,$276.20 ,$31.01 ,$25.54 ,$142.89 ,$184.13 ,$217.45 
3/15/2023,$152.99 ,$96.20 ,$93.10 ,$96.11 ,$28.41 ,$128.26 ,$197.75 ,$265.44 ,$30.38 ,$24.23 ,$141.83 ,$180.45 ,$216.37 
3/14/2023,$152.59 ,$94.88 ,$93.36 ,$93.97 ,$28.01 ,$134.62 ,$194.02 ,$260.79 ,$29.49 ,$24.06 ,$139.85 ,$183.26 ,$218.66 
3/13/2023,$150.47 ,$92.43 ,$92.60 ,$91.11 ,$26.95 ,$131.25 ,$180.90 ,$253.92 ,$29.35 ,$22.97 ,$138.14 ,$174.48 ,$214.47 
3/10/2023,$148.50 ,$90.73 ,$93.57 ,$90.63 ,$27.22 ,$133.65 ,$179.51 ,$248.59 ,$29.28 ,$22.97 ,$137.19 ,$173.44 ,$216.14 
3/9/2023,$150.59 ,$92.25 ,$96.14 ,$92.32 ,$26.44 ,$130.34 ,$181.69 ,$252.32 ,$29.78 ,$23.44 ,$136.57 ,$172.92 ,$220.01 
3/8/2023,$152.87 ,$93.92 ,$99.30 ,$94.25 ,$25.98 ,$137.80 ,$184.97 ,$253.70 ,$31.18 ,$24.18 ,$137.58 ,$182.00 ,$222.19 
3/7/2023,$151.60 ,$93.55 ,$99.06 ,$93.86 ,$25.53 ,$138.62 ,$184.51 ,$254.15 ,$30.85 ,$23.29 ,$137.56 ,$187.71 ,$223.17 
3/6/2023,$153.83 ,$93.75 ,$100.66 ,$95.13 ,$25.99 ,$142.82 ,$184.90 ,$256.87 ,$31.20 ,$23.55 ,$140.35 ,$193.81 ,$226.75 
3/3/2023,$151.03 ,$94.90 ,$101.14 ,$93.65 ,$26.40 ,$143.66 ,$185.25 ,$255.29 ,$31.52 ,$23.89 ,$140.95 ,$197.79 ,$223.77 
3/2/2023,$145.91 ,$92.13 ,$98.92 ,$92.00 ,$26.20 ,$141.07 ,$174.53 ,$251.11 ,$31.19 ,$23.31 ,$139.93 ,$190.90 ,$219.06 
3/1/2023,$145.31 ,$92.17 ,$98.54 ,$90.36 ,$25.33 ,$142.55 ,$173.42 ,$246.27 ,$31.35 ,$22.70 ,$137.66 ,$202.77 ,$218.36 
2/28/2023,$147.41 ,$94.23 ,$99.61 ,$90.06 ,$24.93 ,$143.35 ,$174.94 ,$249.42 ,$32.21 ,$23.22 ,$137.56 ,$205.71 ,$219.94 
2/27/2023,$147.92 ,$93.76 ,$100.45 ,$89.87 ,$24.90 ,$142.16 ,$169.54 ,$250.16 ,$32.30 ,$23.50 ,$139.14 ,$207.63 ,$220.35 
2/24/2023,$146.71 ,$93.50 ,$100.30 ,$89.13 ,$25.14 ,$140.93 ,$170.39 ,$249.22 ,$31.72 ,$23.29 ,$139.26 ,$196.88 ,$219.55 
2/23/2023,$149.40 ,$95.82 ,$101.73 ,$90.89 ,$25.61 ,$139.67 ,$172.04 ,$254.77 ,$32.37 ,$23.66 ,$140.05 ,$202.07 ,$221.13 
2/22/2023,$148.91 ,$95.79 ,$101.68 ,$91.65 ,$25.47 ,$138.56 ,$171.12 ,$251.51 ,$33.49 ,$20.75 ,$140.50 ,$200.86 ,$220.02 
2/21/2023,$148.48 ,$94.58 ,$102.09 ,$91.79 ,$26.06 ,$139.63 ,$172.08 ,$252.67 ,$33.75 ,$20.66 ,$139.91 ,$197.37 ,$220.62 
2/17/2023,$152.55 ,$97.20 ,$105.22 ,$94.35 ,$27.61 ,$142.24 ,$172.88 ,$258.06 ,$34.80 ,$21.39 ,$140.01 ,$208.31 ,$223.56 
2/16/2023,$153.71 ,$98.15 ,$105.83 ,$95.51 ,$28.20 ,$141.82 ,$172.44 ,$262.15 ,$35.07 ,$22.00 ,$137.14 ,$202.04 ,$225.83 
2/15/2023,$155.33 ,$101.16 ,$109.24 ,$96.94 ,$28.85 ,$143.80 ,$177.16 ,$269.32 ,$36.14 ,$22.76 ,$138.96 ,$214.24 ,$228.92 
2/14/2023,$153.20 ,$99.70 ,$107.66 ,$94.68 ,$28.64 ,$143.20 ,$179.48 ,$272.17 ,$36.00 ,$22.97 ,$139.28 ,$209.25 ,$229.39 
2/13/2023,$153.85 ,$99.54 ,$107.66 ,$94.61 ,$28.55 ,$142.57 ,$179.43 ,$271.32 ,$35.86 ,$21.79 ,$140.07 ,$194.64 ,$228.88 
2/10/2023,$151.01 ,$97.61 ,$108.06 ,$94.57 ,$27.80 ,$141.04 ,$174.15 ,$263.10 ,$34.74 ,$21.27 ,$138.26 ,$196.89 ,$227.20 
2/9/2023,$150.87 ,$98.24 ,$110.36 ,$95.01 ,$27.73 ,$140.42 ,$177.92 ,$263.62 ,$36.25 ,$22.34 ,$137.05 ,$207.32 ,$229.35 
2/8/2023,$151.92 ,$100.05 ,$111.78 ,$99.37 ,$28.24 ,$142.64 ,$183.43 ,$266.73 ,$36.68 ,$22.21 ,$138.57 ,$201.29 ,$230.20 
2/7/2023,$154.65 ,$102.11 ,$111.63 ,$107.64 ,$29.05 ,$143.65 ,$191.62 ,$267.56 ,$36.30 ,$22.17 ,$140.02 ,$196.81 ,$231.32 
2/6/2023,$151.73 ,$102.18 ,$109.87 ,$102.90 ,$28.69 ,$141.92 ,$186.06 ,$256.77 ,$36.15 ,$21.09 ,$141.40 ,$194.76 ,$229.44 
2/3/2023,$154.50 ,$103.39 ,$110.71 ,$104.78 ,$30.32 ,$141.09 ,$186.53 ,$258.35 ,$36.59 ,$21.10 ,$142.61 ,$189.98 ,$230.13 
2/2/2023,$150.82 ,$112.91 ,$113.21 ,$107.74 ,$30.19 ,$138.94 ,$188.77 ,$264.60 ,$36.69 ,$21.71 ,$142.17 ,$188.27 ,$229.56 
2/1/2023,$145.43 ,$105.15 ,$109.39 ,$100.43 ,$29.07 ,$139.59 ,$153.12 ,$252.75 ,$36.20 ,$20.94 ,$143.19 ,$181.41 ,$230.90 
1/31/2023,$144.29 ,$103.13 ,$108.49 ,$98.84 ,$28.26 ,$139.96 ,$148.97 ,$247.81 ,$35.39 ,$19.54 ,$142.38 ,$173.22 ,$230.21 
1/30/2023,$143.00 ,$100.55 ,$107.59 ,$96.94 ,$27.95 ,$139.13 ,$147.06 ,$242.71 ,$35.31 ,$19.16 ,$141.01 ,$166.66 ,$229.10 
1/27/2023,$145.93 ,$102.24 ,$109.54 ,$99.37 ,$28.16 ,$140.32 ,$151.74 ,$248.16 ,$36.08 ,$20.37 ,$140.57 ,$177.90 ,$231.44 
1/26/2023,$143.96 ,$99.22 ,$109.70 ,$97.52 ,$30.09 ,$139.98 ,$147.30 ,$248.00 ,$36.49 ,$19.80 ,$141.15 ,$160.27 ,$224.71 
1/25/2023,$141.86 ,$97.18 ,$108.12 ,$95.22 ,$29.70 ,$139.12 ,$141.50 ,$240.61 ,$36.80 ,$19.32 ,$141.72 ,$144.43 ,$224.90 
1/24/2023,$142.53 ,$96.32 ,$106.00 ,$97.70 ,$29.92 ,$138.45 ,$143.14 ,$242.04 ,$36.38 ,$19.27 ,$141.82 ,$143.89 ,$223.89 
1/23/2023,$141.11 ,$97.52 ,$105.69 ,$99.79 ,$30.27 ,$137.27 ,$143.27 ,$242.58 ,$35.74 ,$19.19 ,$141.05 ,$143.75 ,$224.18 
1/20/2023,$137.87 ,$97.25 ,$103.48 ,$98.02 ,$29.22 ,$135.08 ,$139.37 ,$240.22 ,$34.25 ,$17.84 ,$142.97 ,$133.42 ,$224.31 
1/19/2023,$135.27 ,$93.68 ,$99.08 ,$93.05 ,$28.42 ,$134.75 ,$136.15 ,$231.93 ,$31.58 ,$16.77 ,$142.42 ,$127.17 ,$220.41 
1/18/2023,$135.21 ,$95.46 ,$99.04 ,$91.12 ,$28.81 ,$136.57 ,$133.02 ,$235.81 ,$32.63 ,$17.38 ,$146.41 ,$128.78 ,$219.46 
1/17/2023,$135.94 ,$96.05 ,$99.91 ,$91.29 ,$29.60 ,$140.80 ,$135.36 ,$240.35 ,$32.62 ,$17.70 ,$150.44 ,$131.49 ,$223.00 
1/13/2023,$134.76 ,$98.12 ,$99.40 ,$92.12 ,$30.11 ,$143.01 ,$136.98 ,$239.23 ,$33.28 ,$16.90 ,$150.88 ,$122.40 ,$223.06 
1/12/2023,$133.41 ,$95.27 ,$99.81 ,$91.13 ,$30.29 ,$139.49 ,$136.71 ,$238.51 ,$33.01 ,$16.51 ,$149.81 ,$123.56 ,$223.62 
1/11/2023,$133.49 ,$95.09 ,$96.33 ,$91.52 ,$29.85 ,$139.63 ,$132.89 ,$235.77 ,$32.73 ,$16.00 ,$150.66 ,$123.22 ,$222.10 
1/10/2023,$130.73 ,$89.87 ,$95.56 ,$88.42 ,$29.44 ,$138.60 ,$132.99 ,$228.85 ,$32.75 ,$15.91 ,$151.89 ,$118.85 ,$221.09 
1/9/2023,$130.15 ,$87.36 ,$94.77 ,$88.02 ,$29.31 ,$137.37 ,$129.47 ,$227.12 ,$31.52 ,$15.63 ,$152.04 ,$119.77 ,$218.60 
1/6/2023,$129.62 ,$86.08 ,$93.92 ,$87.34 ,$28.73 ,$137.94 ,$130.02 ,$224.93 ,$31.56 ,$14.86 ,$153.92 ,$113.06 ,$217.75 
1/5/2023,$125.02 ,$83.12 ,$91.92 ,$86.20 ,$27.56 ,$135.35 ,$126.94 ,$222.31 ,$30.97 ,$14.27 ,$150.34 ,$110.34 ,$211.11 
1/4/2023,$126.36 ,$85.14 ,$91.98 ,$88.08 ,$27.68 ,$136.38 ,$127.37 ,$229.10 ,$30.94 ,$14.75 ,$152.23 ,$113.64 ,$212.61 
1/3/2023,$125.07 ,$85.82 ,$88.97 ,$89.12 ,$26.73 ,$135.12 ,$124.74 ,$239.58 ,$29.50 ,$14.32 ,$151.57 ,$108.10 ,$207.39 
12/30/2022,$129.93 ,$84.00 ,$86.88 ,$88.23 ,$26.43 ,$134.10 ,$120.34 ,$239.82 ,$29.49 ,$14.61 ,$151.56 ,$123.18 ,$207.76 
12/29/2022,$129.61 ,$84.18 ,$87.18 ,$88.45 ,$26.21 ,$133.22 ,$120.26 ,$241.01 ,$29.11 ,$14.60 ,$152.59 ,$121.82 ,$208.06 
12/28/2022,$126.04 ,$81.82 ,$84.17 ,$86.02 ,$25.54 ,$132.46 ,$115.62 ,$234.53 ,$27.69 ,$14.04 ,$151.96 ,$112.71 ,$204.99 
12/27/2022,$130.03 ,$83.04 ,$86.37 ,$87.39 ,$25.94 ,$131.74 ,$116.88 ,$236.96 ,$28.42 ,$14.12 ,$153.95 ,$109.10 ,$206.29 
12/23/2022,$131.86 ,$85.25 ,$88.01 ,$89.23 ,$26.09 ,$131.28 ,$118.04 ,$238.73 ,$29.50 ,$15.21 ,$152.62 ,$123.15 ,$205.83 
12/22/2022,$132.23 ,$83.79 ,$86.67 ,$87.76 ,$25.97 ,$130.66 ,$117.12 ,$238.19 ,$29.78 ,$15.34 ,$152.19 ,$125.35 ,$205.06 
12/21/2022,$135.45 ,$86.77 ,$86.92 ,$89.58 ,$26.83 ,$132.16 ,$119.76 ,$244.43 ,$29.80 ,$16.50 ,$151.84 ,$137.57 ,$206.81 
12/20/2022,$132.30 ,$85.19 ,$87.02 ,$89.02 ,$26.44 ,$130.69 ,$117.09 ,$241.80 ,$28.82 ,$16.09 ,$150.46 ,$137.80 ,$205.36 
12/19/2022,$132.37 ,$84.92 ,$85.78 ,$88.44 ,$26.79 ,$130.06 ,$114.48 ,$240.45 ,$28.83 ,$16.25 ,$150.40 ,$149.87 ,$204.82 
12/16/2022,$134.51 ,$87.86 ,$90.08 ,$90.26 ,$26.92 ,$129.29 ,$119.43 ,$244.69 ,$29.07 ,$16.57 ,$150.44 ,$150.23 ,$206.89 
12/15/2022,$136.50 ,$88.45 ,$90.49 ,$90.86 ,$27.15 ,$130.10 ,$116.15 ,$249.01 ,$29.04 ,$16.95 ,$151.11 ,$157.67 ,$207.91 
12/14/2022,$143.21 ,$91.58 ,$94.15 ,$95.07 ,$28.26 ,$133.41 ,$121.59 ,$257.22 ,$31.78 ,$17.67 ,$152.84 ,$156.80 ,$213.32 
12/13/2022,$145.47 ,$92.49 ,$94.70 ,$95.63 ,$28.73 ,$134.08 ,$120.15 ,$256.92 ,$32.03 ,$18.07 ,$152.24 ,$160.95 ,$213.04 
12/12/2022,$144.49 ,$90.55 ,$94.66 ,$93.31 ,$28.69 ,$134.21 ,$114.71 ,$252.51 ,$31.52 ,$17.54 ,$152.47 ,$167.82 ,$214.59 
12/9/2022,$142.16 ,$89.09 ,$93.38 ,$92.83 ,$28.24 ,$132.16 ,$115.90 ,$245.42 ,$32.00 ,$17.00 ,$150.92 ,$179.05 ,$208.70 
12/8/2022,$142.65 ,$90.35 ,$92.55 ,$93.71 ,$28.44 ,$132.88 ,$115.33 ,$247.40 ,$31.03 ,$17.17 ,$151.32 ,$173.44 ,$209.10 
12/7/2022,$140.94 ,$88.46 ,$92.15 ,$94.94 ,$28.33 ,$131.50 ,$113.93 ,$244.37 ,$30.84 ,$16.12 ,$150.24 ,$174.04 ,$207.81 
12/6/2022,$142.91 ,$88.25 ,$92.29 ,$96.98 ,$28.60 ,$131.59 ,$114.12 ,$245.12 ,$30.56 ,$15.99 ,$149.28 ,$179.82 ,$209.08 
12/5/2022,$146.63 ,$91.01 ,$95.93 ,$99.48 ,$29.17 ,$131.37 ,$122.43 ,$250.20 ,$31.26 ,$16.61 ,$149.09 ,$182.45 ,$213.68 
12/2/2022,$147.81 ,$94.13 ,$99.43 ,$100.44 ,$29.41 ,$135.16 ,$123.49 ,$255.02 ,$32.04 ,$16.88 ,$150.61 ,$194.86 ,$217.66 
12/1/2022,$148.31 ,$95.50 ,$98.59 ,$100.99 ,$29.83 ,$136.24 ,$120.44 ,$254.69 ,$31.70 ,$17.14 ,$149.25 ,$194.70 ,$217.00 
11/30/2022,$148.03 ,$96.54 ,$97.87 ,$100.99 ,$30.07 ,$138.18 ,$118.10 ,$255.14 ,$30.55 ,$16.92 ,$149.16 ,$194.70 ,$217.00 
11/29/2022,$141.17 ,$92.42 ,$94.69 ,$95.19 ,$28.90 ,$136.56 ,$109.46 ,$240.33 ,$28.10 ,$15.64 ,$145.48 ,$180.83 ,$209.06 
11/28/2022,$144.22 ,$93.95 ,$95.69 ,$96.05 ,$28.73 ,$134.35 ,$108.78 ,$241.76 ,$28.12 ,$15.83 ,$146.60 ,$182.92 ,$211.26 
11/25/2022,$148.11 ,$93.41 ,$98.87 ,$97.46 ,$29.34 ,$136.74 ,$111.41 ,$247.49 ,$28.55 ,$16.27 ,$146.72 ,$182.86 ,$213.79 
11/23/2022,$151.07 ,$94.13 ,$98.88 ,$98.46 ,$29.67 ,$136.48 ,$112.24 ,$247.58 ,$29.15 ,$16.52 ,$146.45 ,$183.20 ,$211.73 
11/22/2022,$150.18 ,$93.20 ,$96.21 ,$97.05 ,$29.82 ,$135.04 ,$111.44 ,$245.03 ,$28.67 ,$16.04 ,$145.62 ,$169.91 ,$210.33 
11/21/2022,$148.01 ,$92.46 ,$97.58 ,$95.60 ,$28.94 ,$133.05 ,$109.86 ,$242.05 ,$28.51 ,$15.32 ,$144.38 ,$167.87 ,$206.32 
11/18/2022,$151.29 ,$94.14 ,$91.80 ,$97.43 ,$29.87 ,$133.84 ,$112.05 ,$241.22 ,$28.80 ,$15.41 ,$142.57 ,$180.19 ,$210.80 
11/17/2022,$150.72 ,$94.85 ,$91.45 ,$98.36 ,$29.89 ,$132.54 ,$111.45 ,$241.68 ,$29.53 ,$15.68 ,$140.87 ,$183.17 ,$210.99 
11/16/2022,$148.79 ,$97.12 ,$93.95 ,$98.85 ,$29.53 ,$133.12 ,$113.23 ,$241.73 ,$30.60 ,$15.91 ,$141.74 ,$186.92 ,$210.14 
11/15/2022,$150.04 ,$98.94 ,$95.51 ,$98.44 ,$30.71 ,$132.94 ,$117.08 ,$241.97 ,$31.02 ,$16.67 ,$140.49 ,$194.42 ,$209.99 
11/14/2022,$148.28 ,$98.49 ,$94.28 ,$95.70 ,$30.35 ,$133.91 ,$114.22 ,$241.55 ,$29.93 ,$16.30 ,$140.98 ,$190.95 ,$206.86 
11/11/2022,$149.70 ,$100.79 ,$95.01 ,$96.41 ,$30.43 ,$135.30 ,$113.02 ,$247.11 ,$29.01 ,$16.33 ,$140.97 ,$195.97 ,$205.00 
11/10/2022,$146.87 ,$96.63 ,$90.46 ,$93.94 ,$29.76 ,$135.08 ,$111.87 ,$242.98 ,$27.50 ,$15.75 ,$141.18 ,$190.72 ,$205.57 
11/9/2022,$134.87 ,$86.14 ,$86.75 ,$87.32 ,$27.52 ,$129.74 ,$101.47 ,$224.51 ,$25.47 ,$13.78 ,$136.48 ,$177.59 ,$193.93 
11/8/2022,$139.50 ,$89.98 ,$99.90 ,$88.90 ,$28.48 ,$131.45 ,$96.47 ,$228.87 ,$26.35 ,$14.60 ,$136.81 ,$191.30 ,$201.78 
11/7/2022,$138.92 ,$90.53 ,$100.43 ,$88.49 ,$28.41 ,$131.37 ,$96.72 ,$227.87 ,$25.86 ,$14.30 ,$136.50 ,$197.08 ,$200.10 
11/4/2022,$138.38 ,$90.98 ,$99.58 ,$86.58 ,$28.20 ,$130.68 ,$90.79 ,$221.39 ,$26.08 ,$14.16 ,$134.44 ,$207.47 ,$196.98 
11/3/2022,$138.88 ,$89.30 ,$99.25 ,$83.43 ,$27.39 ,$127.20 ,$88.91 ,$214.25 ,$26.91 ,$13.42 ,$132.03 ,$215.31 ,$194.75 
11/2/2022,$145.03 ,$92.12 ,$101.82 ,$86.97 ,$27.42 ,$126.97 ,$90.54 ,$220.10 ,$27.30 ,$13.22 ,$132.94 ,$214.98 ,$200.95 
11/1/2022,$150.65 ,$96.79 ,$106.00 ,$90.47 ,$28.30 ,$128.15 ,$95.20 ,$228.17 ,$28.68 ,$13.54 ,$134.88 ,$227.82 ,$206.93 
10/31/2022,$153.34 ,$102.44 ,$106.54 ,$94.51 ,$28.43 ,$125.88 ,$93.16 ,$232.13 ,$29.19 ,$13.50 ,$134.67 ,$227.54 ,$207.16 
10/28/2022,$155.74 ,$103.41 ,$105.95 ,$96.29 ,$29.07 ,$126.08 ,$99.20 ,$235.87 ,$29.57 ,$13.83 ,$135.22 ,$228.52 ,$209.34 
10/27/2022,$144.80 ,$110.96 ,$104.44 ,$92.22 ,$26.27 ,$124.60 ,$97.94 ,$226.75 ,$29.69 ,$13.18 ,$131.88 ,$225.09 ,$204.29 
10/26/2022,$149.35 ,$115.66 ,$104.63 ,$94.93 ,$27.21 ,$124.11 ,$129.82 ,$231.32 ,$29.86 ,$12.90 ,$131.78 ,$224.64 ,$203.33 
10/25/2022,$152.34 ,$120.60 ,$104.36 ,$104.48 ,$27.41 ,$122.70 ,$137.51 ,$250.66 ,$29.10 ,$13.26 ,$130.86 ,$222.42 ,$194.38 
10/24/2022,$149.45 ,$119.82 ,$101.72 ,$102.52 ,$27.18 ,$122.38 ,$129.72 ,$247.25 ,$28.25 ,$12.60 ,$129.37 ,$211.25 ,$190.71 
10/21/2022,$147.27 ,$119.32 ,$102.04 ,$101.13 ,$26.97 ,$122.23 ,$130.01 ,$242.12 ,$28.96 ,$12.47 ,$128.58 ,$214.44 ,$190.37 
10/20/2022,$143.39 ,$115.25 ,$98.59 ,$99.97 ,$26.08 ,$116.13 ,$131.53 ,$236.15 ,$26.82 ,$12.19 ,$126.99 ,$207.28 ,$187.22 
10/19/2022,$143.86 ,$115.07 ,$98.99 ,$99.63 ,$26.00 ,$116.51 ,$133.23 ,$236.48 ,$27.24 ,$12.05 ,$129.56 ,$222.04 ,$186.41 
10/18/2022,$143.75 ,$116.36 ,$98.48 ,$100.77 ,$25.87 ,$118.84 ,$132.80 ,$238.50 ,$24.09 ,$11.97 ,$128.37 ,$220.19 ,$187.17 
10/17/2022,$142.41 ,$113.79 ,$97.33 ,$99.97 ,$26.42 ,$115.86 ,$134.04 ,$237.53 ,$24.51 ,$11.89 ,$127.34 ,$219.35 ,$185.25 
10/14/2022,$138.38 ,$106.90 ,$94.45 ,$96.56 ,$25.91 ,$111.19 ,$126.76 ,$228.56 ,$23.00 ,$11.23 ,$125.08 ,$204.99 ,$182.62 
10/13/2022,$142.99 ,$112.53 ,$96.64 ,$99.06 ,$26.42 ,$109.37 ,$130.29 ,$234.24 ,$23.25 ,$11.96 ,$126.31 ,$221.72 ,$184.66 
10/12/2022,$138.34 ,$112.90 ,$93.41 ,$97.56 ,$25.33 ,$103.61 ,$127.50 ,$225.75 ,$22.09 ,$11.50 ,$124.43 ,$217.24 ,$178.24 
10/11/2022,$138.98 ,$112.21 ,$93.10 ,$97.18 ,$25.04 ,$101.96 ,$128.54 ,$225.41 ,$21.43 ,$11.59 ,$124.23 ,$216.50 ,$179.14 
10/10/2022,$140.42 ,$113.67 ,$95.16 ,$97.86 ,$25.20 ,$104.99 ,$133.79 ,$229.25 ,$23.00 ,$11.67 ,$123.76 ,$222.96 ,$182.18 
10/7/2022,$140.09 ,$114.56 ,$97.16 ,$98.68 ,$25.72 ,$105.98 ,$133.45 ,$234.24 ,$22.48 ,$12.08 ,$124.27 ,$223.07 ,$183.83 
10/6/2022,$145.43 ,$120.30 ,$100.04 ,$101.42 ,$27.18 ,$108.14 ,$139.07 ,$246.79 ,$24.00 ,$13.13 ,$126.48 ,$238.13 ,$185.59 
10/5/2022,$146.40 ,$120.95 ,$100.80 ,$101.43 ,$27.64 ,$110.39 ,$138.98 ,$249.20 ,$23.67 ,$13.21 ,$129.20 ,$240.81 ,$187.67 
10/4/2022,$146.10 ,$121.09 ,$101.44 ,$101.64 ,$27.70 ,$112.77 ,$140.28 ,$248.88 ,$24.07 ,$13.17 ,$130.10 ,$249.44 ,$185.65 
10/3/2022,$142.45 ,$115.88 ,$97.13 ,$98.64 ,$26.97 ,$107.73 ,$138.61 ,$240.74 ,$23.90 ,$12.51 ,$128.51 ,$242.40 ,$181.65 
9/30/2022,$138.20 ,$113.00 ,$94.33 ,$95.65 ,$25.77 ,$104.50 ,$135.68 ,$232.90 ,$23.54 ,$12.14 ,$126.25 ,$265.25 ,$177.65 
9/29/2022,$142.48 ,$114.80 ,$97.45 ,$97.42 ,$26.38 ,$106.16 ,$136.41 ,$237.50 ,$23.97 ,$12.22 ,$128.70 ,$268.21 ,$180.06 
9/28/2022,$149.84 ,$118.01 ,$99.40 ,$100.05 ,$27.13 ,$107.99 ,$141.61 ,$241.07 ,$24.52 ,$12.74 ,$131.98 ,$287.81 ,$179.18 
9/27/2022,$151.76 ,$114.41 ,$95.85 ,$97.50 ,$26.89 ,$105.85 ,$134.40 ,$236.41 ,$22.44 ,$12.41 ,$131.98 ,$282.94 ,$177.87 
9/26/2022,$150.77 ,$115.15 ,$98.12 ,$98.17 ,$26.97 ,$106.79 ,$136.37 ,$237.45 ,$22.41 ,$12.23 ,$135.71 ,$276.01 ,$180.59 
9/23/2022,$150.43 ,$113.78 ,$99.50 ,$98.74 ,$27.52 ,$109.14 ,$140.41 ,$237.92 ,$22.64 ,$12.52 ,$135.58 ,$275.33 ,$183.96 
9/22/2022,$152.74 ,$117.31 ,$102.16 ,$100.14 ,$28.07 ,$111.21 ,$142.82 ,$240.98 ,$23.71 ,$12.56 ,$136.21 ,$288.59 ,$185.79 
9/21/2022,$153.72 ,$118.54 ,$104.49 ,$99.28 ,$28.47 ,$112.49 ,$142.12 ,$238.95 ,$23.69 ,$13.26 ,$135.73 ,$300.80 ,$187.02 
9/20/2022,$156.90 ,$122.19 ,$107.57 ,$101.14 ,$28.96 ,$115.83 ,$146.09 ,$242.45 ,$24.29 ,$13.18 ,$137.50 ,$308.73 ,$192.07 
9/19/2022,$154.48 ,$124.66 ,$109.17 ,$103.07 ,$29.44 ,$118.16 ,$148.02 ,$244.52 ,$24.36 ,$13.38 ,$137.99 ,$309.07 ,$193.13 
9/16/2022,$150.70 ,$123.53 ,$108.25 ,$102.80 ,$29.24 ,$117.08 ,$146.29 ,$244.74 ,$24.01 ,$13.20 ,$138.28 ,$303.35 ,$193.30 
9/15/2022,$152.37 ,$126.28 ,$110.77 ,$102.91 ,$28.84 ,$117.87 ,$149.55 ,$245.38 ,$23.54 ,$12.93 ,$137.44 ,$303.75 ,$195.37 
9/14/2022,$155.31 ,$128.55 ,$112.50 ,$105.00 ,$29.18 ,$116.12 ,$151.47 ,$252.22 ,$22.41 ,$13.13 ,$138.51 ,$302.61 ,$199.41 
9/13/2022,$153.84 ,$126.82 ,$111.76 ,$104.32 ,$29.29 ,$116.39 ,$153.13 ,$251.99 ,$21.81 ,$13.13 ,$138.18 ,$292.13 ,$199.67 
9/12/2022,$163.43 ,$136.45 ,$116.39 ,$110.86 ,$31.56 ,$120.58 ,$168.96 ,$266.65 ,$23.65 ,$14.51 ,$141.10 ,$304.42 ,$206.63 
9/9/2022,$157.37 ,$133.27 ,$115.18 ,$110.65 ,$31.46 ,$119.17 ,$169.15 ,$264.46 ,$23.36 ,$14.39 ,$139.96 ,$299.68 ,$205.20 
9/8/2022,$154.46 ,$129.82 ,$112.33 ,$108.38 ,$30.75 ,$118.60 ,$162.06 ,$258.52 ,$22.74 ,$13.99 ,$137.86 ,$289.26 ,$200.71 
9/7/2022,$155.96 ,$129.48 ,$112.69 ,$109.45 ,$30.65 ,$115.90 ,$160.39 ,$258.09 ,$22.90 ,$13.71 ,$137.68 ,$283.70 ,$200.42 
9/6/2022,$154.53 ,$126.11 ,$110.09 ,$106.81 ,$30.36 ,$113.74 ,$158.54 ,$253.25 ,$21.84 ,$13.47 ,$135.63 ,$274.42 ,$198.64 
