date,ticker,permno,prc,vol,ret
2020-12-14,AAPL,14593,121.78,79203119.0,-0.005147
2020-12-14,AAPL,14593,121.78,79203119.0,-0.005147
2020-12-15,AAPL,14593,127.88,157265881.0,0.05009
2020-12-15,AAPL,14593,127.88,157265881.0,0.05009
2020-12-16,AAPL,14593,127.81,98119593.0,-0.000547
2020-12-16,AAPL,14593,127.81,98119593.0,-0.000547
2020-12-17,AAPL,14593,128.7,94296037.0,0.006963
2020-12-17,AAPL,14593,128.7,94296037.0,0.006963
2020-12-18,AAPL,14593,126.655,192458161.0,-0.01589
2020-12-18,AAPL,14593,126.655,192458161.0,-0.01589
2020-12-21,AAPL,14593,128.23,121045980.0,0.012435
2020-12-21,AAPL,14593,128.23,121045980.0,0.012435
2020-12-22,AAPL,14593,131.88,169237476.0,0.028465
2020-12-22,AAPL,14593,131.88,169237476.0,0.028465
2020-12-23,AAPL,14593,130.96001,88169905.0,-0.006976
2020-12-23,AAPL,14593,130.96001,88169905.0,-0.006976
2020-12-24,AAPL,14593,131.97,54892884.0,0.007712
2020-12-24,AAPL,14593,131.97,54892884.0,0.007712
2020-12-28,AAPL,14593,136.69,124412013.0,0.035766
2020-12-28,AAPL,14593,136.69,124412013.0,0.035766
2020-12-29,AAPL,14593,134.87,120941073.0,-0.013315
2020-12-29,AAPL,14593,134.87,120941073.0,-0.013315
2020-12-30,AAPL,14593,133.72,95485520.0,-0.008527
2020-12-30,AAPL,14593,133.72,95485520.0,-0.008527
2020-12-31,AAPL,14593,132.69,99039105.0,-0.007703
2020-12-31,AAPL,14593,132.69,99039105.0,-0.007703
2021-01-04,AAPL,14593,129.41,143186134.0,-0.024719
2021-01-04,AAPL,14593,129.41,143186134.0,-0.024719
2021-01-05,AAPL,14593,131.00999,97570488.0,0.012364
2021-01-05,AAPL,14593,131.00999,97570488.0,0.012364
2021-01-06,AAPL,14593,126.6,154976358.0,-0.033662
2021-01-06,AAPL,14593,126.6,154976358.0,-0.033662
2021-01-07,AAPL,14593,130.92,109524093.0,0.034123
2021-01-07,AAPL,14593,130.92,109524093.0,0.034123
2021-01-08,AAPL,14593,132.05,105069120.0,0.008631
2021-01-08,AAPL,14593,132.05,105069120.0,0.008631
2021-01-11,AAPL,14593,128.98,100572235.0,-0.023249
2021-01-11,AAPL,14593,128.98,100572235.0,-0.023249
2021-01-12,AAPL,14593,128.8,91934932.0,-0.001396
2021-01-12,AAPL,14593,128.8,91934932.0,-0.001396
2021-01-13,AAPL,14593,130.89,88570905.0,0.016227
2021-01-13,AAPL,14593,130.89,88570905.0,0.016227
2021-01-14,AAPL,14593,128.91,90068223.0,-0.015127
2021-01-14,AAPL,14593,128.91,90068223.0,-0.015127
2021-01-15,AAPL,14593,127.14,113824189.0,-0.013731
2021-01-15,AAPL,14593,127.14,113824189.0,-0.013731
2021-01-19,AAPL,14593,127.83,90721126.0,0.005427
2021-01-19,AAPL,14593,127.83,90721126.0,0.005427
2021-01-20,AAPL,14593,132.03,104266089.0,0.032856
2021-01-20,AAPL,14593,132.03,104266089.0,0.032856
2021-01-21,AAPL,14593,136.87,120558946.0,0.036658
2021-01-21,AAPL,14593,136.87,120558946.0,0.036658
2021-01-22,AAPL,14593,139.07001,114389452.0,0.016074
2021-01-22,AAPL,14593,139.07001,114389452.0,0.016074
2021-01-25,AAPL,14593,142.92,157582465.0,0.027684
2021-01-25,AAPL,14593,142.92,157582465.0,0.027684
2021-01-26,AAPL,14593,143.16,98344597.0,0.001679
2021-01-26,AAPL,14593,143.16,98344597.0,0.001679
2021-01-27,AAPL,14593,142.06,142354672.0,-0.007684
2021-01-27,AAPL,14593,142.06,142354672.0,-0.007684
2021-01-28,AAPL,14593,137.09,142513841.0,-0.034985
2021-01-28,AAPL,14593,137.09,142513841.0,-0.034985
2021-01-29,AAPL,14593,131.96001,177453210.0,-0.037421
2021-01-29,AAPL,14593,131.96001,177453210.0,-0.037421
2021-02-01,AAPL,14593,134.14,106188262.0,0.01652
2021-02-01,AAPL,14593,134.14,106188262.0,0.01652
2021-02-02,AAPL,14593,134.99001,83261091.0,0.006337
2021-02-02,AAPL,14593,134.99001,83261091.0,0.006337
2021-02-03,AAPL,14593,133.94,89846834.0,-0.007778
2021-02-03,AAPL,14593,133.94,89846834.0,-0.007778
2021-02-04,AAPL,14593,137.39,84143094.0,0.025758
2021-02-04,AAPL,14593,137.39,84143094.0,0.025758
2021-02-05,AAPL,14593,136.75999,75841114.0,-0.003093
2021-02-05,AAPL,14593,136.75999,75841114.0,-0.003093
2021-02-08,AAPL,14593,136.91,71251676.0,0.001097
2021-02-08,AAPL,14593,136.91,71251676.0,0.001097
2021-02-09,AAPL,14593,136.00999,76741441.0,-0.006574
2021-02-09,AAPL,14593,136.00999,76741441.0,-0.006574
2021-02-10,AAPL,14593,135.39,73006258.0,-0.004558
2021-02-10,AAPL,14593,135.39,73006258.0,-0.004558
2021-02-11,AAPL,14593,135.13,64374429.0,-0.00192
2021-02-11,AAPL,14593,135.13,64374429.0,-0.00192
2021-02-12,AAPL,14593,135.37,60094459.0,0.001776
2021-02-12,AAPL,14593,135.37,60094459.0,0.001776
2021-02-16,AAPL,14593,133.19,80509624.0,-0.016104
2021-02-16,AAPL,14593,133.19,80509624.0,-0.016104
2021-02-17,AAPL,14593,130.84,98053909.0,-0.017644
2021-02-17,AAPL,14593,130.84,98053909.0,-0.017644
2021-02-18,AAPL,14593,129.71001,97162779.0,-0.008636
2021-02-18,AAPL,14593,129.71001,97162779.0,-0.008636
2021-02-19,AAPL,14593,129.87,87585271.0,0.001233
2021-02-19,AAPL,14593,129.87,87585271.0,0.001233
2021-02-22,AAPL,14593,126.0,103812090.0,-0.029799
2021-02-22,AAPL,14593,126.0,103812090.0,-0.029799
2021-02-23,AAPL,14593,125.86,158135137.0,-0.001111
2021-02-23,AAPL,14593,125.86,158135137.0,-0.001111
2021-02-24,AAPL,14593,125.35,110976944.0,-0.004052
2021-02-24,AAPL,14593,125.35,110976944.0,-0.004052
2021-02-25,AAPL,14593,120.99,148045165.0,-0.034783
2021-02-25,AAPL,14593,120.99,148045165.0,-0.034783
2021-02-26,AAPL,14593,121.26,164264783.0,0.002232
2021-02-26,AAPL,14593,121.26,164264783.0,0.002232
2021-03-01,AAPL,14593,127.79,116182712.0,0.053851
2021-03-01,AAPL,14593,127.79,116182712.0,0.053851
2021-03-02,AAPL,14593,125.12,102197605.0,-0.020894
2021-03-02,AAPL,14593,125.12,102197605.0,-0.020894
2021-03-03,AAPL,14593,122.06,112878055.0,-0.024457
2021-03-03,AAPL,14593,122.06,112878055.0,-0.024457
2021-03-04,AAPL,14593,120.13,178012291.0,-0.015812
2021-03-04,AAPL,14593,120.13,178012291.0,-0.015812
2021-03-05,AAPL,14593,121.42,153612894.0,0.010738
2021-03-05,AAPL,14593,121.42,153612894.0,0.010738
2021-03-08,AAPL,14593,116.36,154275852.0,-0.041674
2021-03-08,AAPL,14593,116.36,154275852.0,-0.041674
2021-03-09,AAPL,14593,121.085,129396599.0,0.040607
2021-03-09,AAPL,14593,121.085,129396599.0,0.040607
2021-03-10,AAPL,14593,119.98,111859318.0,-0.009126
2021-03-10,AAPL,14593,119.98,111859318.0,-0.009126
2021-03-11,AAPL,14593,121.96,102938841.0,0.016503
2021-03-11,AAPL,14593,121.96,102938841.0,0.016503
2021-03-12,AAPL,14593,121.03,88049545.0,-0.007625
2021-03-12,AAPL,14593,121.03,88049545.0,-0.007625
2021-03-15,AAPL,14593,123.99,92554930.0,0.024457
2021-03-15,AAPL,14593,123.99,92554930.0,0.024457
2021-03-16,AAPL,14593,125.57,115148387.0,0.012743
2021-03-16,AAPL,14593,125.57,115148387.0,0.012743
2021-03-17,AAPL,14593,124.76,111850179.0,-0.006451
2021-03-17,AAPL,14593,124.76,111850179.0,-0.006451
2021-03-18,AAPL,14593,120.53,121360054.0,-0.033905
2021-03-18,AAPL,14593,120.53,121360054.0,-0.033905
2021-03-19,AAPL,14593,119.99,185471502.0,-0.00448
2021-03-19,AAPL,14593,119.99,185471502.0,-0.00448
2021-03-22,AAPL,14593,123.39,111853557.0,0.028336
2021-03-22,AAPL,14593,123.39,111853557.0,0.028336
2021-03-23,AAPL,14593,122.54,95406081.0,-0.006889
2021-03-23,AAPL,14593,122.54,95406081.0,-0.006889
2021-03-24,AAPL,14593,120.09,88498035.0,-0.019994
2021-03-24,AAPL,14593,120.09,88498035.0,-0.019994
2021-03-25,AAPL,14593,120.59,98796267.0,0.004164
2021-03-25,AAPL,14593,120.59,98796267.0,0.004164
2021-03-26,AAPL,14593,121.21,93985444.0,0.005141
2021-03-26,AAPL,14593,121.21,93985444.0,0.005141
2021-03-29,AAPL,14593,121.39,80783396.0,0.001485
2021-03-29,AAPL,14593,121.39,80783396.0,0.001485
2021-03-30,AAPL,14593,119.9,85639493.0,-0.012275
2021-03-30,AAPL,14593,119.9,85639493.0,-0.012275
2021-03-31,AAPL,14593,122.15,118233891.0,0.018766
2021-03-31,AAPL,14593,122.15,118233891.0,0.018766
2021-04-01,AAPL,14593,123.0,75009453.0,0.006959
2021-04-01,AAPL,14593,123.0,75009453.0,0.006959
2021-04-05,AAPL,14593,125.9,88607585.0,0.023577
2021-04-05,AAPL,14593,125.9,88607585.0,0.023577
2021-04-06,AAPL,14593,126.21,80113038.0,0.002462
2021-04-06,AAPL,14593,126.21,80113038.0,0.002462
2021-04-07,AAPL,14593,127.9,83423902.0,0.01339
2021-04-07,AAPL,14593,127.9,83423902.0,0.01339
2021-04-08,AAPL,14593,130.36,88836712.0,0.019234
2021-04-08,AAPL,14593,130.36,88836712.0,0.019234
2021-04-09,AAPL,14593,132.995,106616806.0,0.020213
2021-04-09,AAPL,14593,132.995,106616806.0,0.020213
2021-04-12,AAPL,14593,131.24001,91379660.0,-0.013196
2021-04-12,AAPL,14593,131.24001,91379660.0,-0.013196
2021-04-13,AAPL,14593,134.42999,91200523.0,0.024307
2021-04-13,AAPL,14593,134.42999,91200523.0,0.024307
2021-04-14,AAPL,14593,132.03,87172478.0,-0.017853
2021-04-14,AAPL,14593,132.03,87172478.0,-0.017853
2021-04-15,AAPL,14593,134.5,89274299.0,0.018708
2021-04-15,AAPL,14593,134.5,89274299.0,0.018708
2021-04-16,AAPL,14593,134.16,84872857.0,-0.002528
2021-04-16,AAPL,14593,134.16,84872857.0,-0.002528
2021-04-19,AAPL,14593,134.84,94233786.0,0.005069
2021-04-19,AAPL,14593,134.84,94233786.0,0.005069
2021-04-20,AAPL,14593,133.11,94749966.0,-0.01283
2021-04-20,AAPL,14593,133.11,94749966.0,-0.01283
2021-04-21,AAPL,14593,133.5,68809932.0,0.00293
2021-04-21,AAPL,14593,133.5,68809932.0,0.00293
2021-04-22,AAPL,14593,131.94,84506870.0,-0.011685
2021-04-22,AAPL,14593,131.94,84506870.0,-0.011685
