date,ticker,permno,prc,vol,ret
2020-12-14,PG,18163,135.85001,6485252.0,-0.004835
2020-12-14,PG,18163,135.85001,6485252.0,-0.004835
2020-12-14,PG,18163,135.85001,6485252.0,-0.004835
2020-12-15,PG,18163,136.64999,5398197.0,0.005889
2020-12-15,PG,18163,136.64999,5398197.0,0.005889
2020-12-15,PG,18163,136.64999,5398197.0,0.005889
2020-12-16,PG,18163,137.27,5382469.0,0.004537
2020-12-16,PG,18163,137.27,5382469.0,0.004537
2020-12-16,PG,18163,137.27,5382469.0,0.004537
2020-12-17,PG,18163,138.25,7405252.0,0.007139
2020-12-17,PG,18163,138.25,7405252.0,0.007139
2020-12-17,PG,18163,138.25,7405252.0,0.007139
2020-12-18,PG,18163,139.03999,19988803.0,0.005714
2020-12-18,PG,18163,139.03999,19988803.0,0.005714
2020-12-18,PG,18163,139.03999,19988803.0,0.005714
2020-12-21,PG,18163,137.52,6732371.0,-0.010932
2020-12-21,PG,18163,137.52,6732371.0,-0.010932
2020-12-21,PG,18163,137.52,6732371.0,-0.010932
2020-12-22,PG,18163,136.55,5023425.0,-0.007054
2020-12-22,PG,18163,136.55,5023425.0,-0.007054
2020-12-22,PG,18163,136.55,5023425.0,-0.007054
2020-12-23,PG,18163,136.34,6004252.0,-0.001538
2020-12-23,PG,18163,136.34,6004252.0,-0.001538
2020-12-23,PG,18163,136.34,6004252.0,-0.001538
2020-12-24,PG,18163,137.72,2588169.0,0.010122
2020-12-24,PG,18163,137.72,2588169.0,0.010122
2020-12-24,PG,18163,137.72,2588169.0,0.010122
2020-12-28,PG,18163,138.67999,3714683.0,0.006971
2020-12-28,PG,18163,138.67999,3714683.0,0.006971
2020-12-28,PG,18163,138.67999,3714683.0,0.006971
2020-12-29,PG,18163,138.42,5139415.0,-0.001875
2020-12-29,PG,18163,138.42,5139415.0,-0.001875
2020-12-29,PG,18163,138.42,5139415.0,-0.001875
2020-12-30,PG,18163,137.77,3261417.0,-0.004696
2020-12-30,PG,18163,137.77,3261417.0,-0.004696
2020-12-30,PG,18163,137.77,3261417.0,-0.004696
2020-12-31,PG,18163,139.14,4076415.0,0.009944
2020-12-31,PG,18163,139.14,4076415.0,0.009944
2020-12-31,PG,18163,139.14,4076415.0,0.009944
2021-01-04,PG,18163,137.82001,8330985.0,-0.009487
2021-01-04,PG,18163,137.82001,8330985.0,-0.009487
2021-01-04,PG,18163,137.82001,8330985.0,-0.009487
2021-01-05,PG,18163,138.7,6856411.0,0.006385
2021-01-05,PG,18163,138.7,6856411.0,0.006385
2021-01-05,PG,18163,138.7,6856411.0,0.006385
2021-01-06,PG,18163,140.16,10577952.0,0.010526
2021-01-06,PG,18163,140.16,10577952.0,0.010526
2021-01-06,PG,18163,140.16,10577952.0,0.010526
2021-01-07,PG,18163,138.85001,7355623.0,-0.009346
2021-01-07,PG,18163,138.85001,7355623.0,-0.009346
2021-01-07,PG,18163,138.85001,7355623.0,-0.009346
2021-01-08,PG,18163,138.78999,7448475.0,-0.000432
2021-01-08,PG,18163,138.78999,7448475.0,-0.000432
2021-01-08,PG,18163,138.78999,7448475.0,-0.000432
2021-01-11,PG,18163,137.85001,7240037.0,-0.006773
2021-01-11,PG,18163,137.85001,7240037.0,-0.006773
2021-01-11,PG,18163,137.85001,7240037.0,-0.006773
2021-01-12,PG,18163,137.05,6333531.0,-0.005803
2021-01-12,PG,18163,137.05,6333531.0,-0.005803
2021-01-12,PG,18163,137.05,6333531.0,-0.005803
2021-01-13,PG,18163,137.25999,6078874.0,0.001532
2021-01-13,PG,18163,137.25999,6078874.0,0.001532
2021-01-13,PG,18163,137.25999,6078874.0,0.001532
2021-01-14,PG,18163,135.8,6172796.0,-0.010637
2021-01-14,PG,18163,135.8,6172796.0,-0.010637
2021-01-14,PG,18163,135.8,6172796.0,-0.010637
2021-01-15,PG,18163,134.78,7757624.0,-0.007511
2021-01-15,PG,18163,134.78,7757624.0,-0.007511
2021-01-15,PG,18163,134.78,7757624.0,-0.007511
2021-01-19,PG,18163,133.60001,9184920.0,-0.008755
2021-01-19,PG,18163,133.60001,9184920.0,-0.008755
2021-01-19,PG,18163,133.60001,9184920.0,-0.008755
2021-01-20,PG,18163,131.92999,12506633.0,-0.0125
2021-01-20,PG,18163,131.92999,12506633.0,-0.0125
2021-01-20,PG,18163,131.92999,12506633.0,-0.0125
2021-01-21,PG,18163,131.00999,8765692.0,-0.00098
2021-01-21,PG,18163,131.00999,8765692.0,-0.00098
2021-01-21,PG,18163,131.00999,8765692.0,-0.00098
2021-01-22,PG,18163,130.0,7202837.0,-0.007709
2021-01-22,PG,18163,130.0,7202837.0,-0.007709
2021-01-22,PG,18163,130.0,7202837.0,-0.007709
2021-01-25,PG,18163,132.24001,9639958.0,0.017231
2021-01-25,PG,18163,132.24001,9639958.0,0.017231
2021-01-25,PG,18163,132.24001,9639958.0,0.017231
2021-01-26,PG,18163,133.09,5996689.0,0.006428
2021-01-26,PG,18163,133.09,5996689.0,0.006428
2021-01-26,PG,18163,133.09,5996689.0,0.006428
2021-01-27,PG,18163,128.38,10826688.0,-0.03539
2021-01-27,PG,18163,128.38,10826688.0,-0.03539
2021-01-27,PG,18163,128.38,10826688.0,-0.03539
2021-01-28,PG,18163,130.36,8242252.0,0.015423
2021-01-28,PG,18163,130.36,8242252.0,0.015423
2021-01-28,PG,18163,130.36,8242252.0,0.015423
2021-01-29,PG,18163,128.21001,8344091.0,-0.016493
2021-01-29,PG,18163,128.21001,8344091.0,-0.016493
2021-01-29,PG,18163,128.21001,8344091.0,-0.016493
2021-02-01,PG,18163,128.97,6534168.0,0.005928
2021-02-01,PG,18163,128.97,6534168.0,0.005928
2021-02-01,PG,18163,128.97,6534168.0,0.005928
2021-02-02,PG,18163,128.78999,6825630.0,-0.001396
2021-02-02,PG,18163,128.78999,6825630.0,-0.001396
2021-02-02,PG,18163,128.78999,6825630.0,-0.001396
2021-02-03,PG,18163,128.95,7309656.0,0.001242
2021-02-03,PG,18163,128.95,7309656.0,0.001242
2021-02-03,PG,18163,128.95,7309656.0,0.001242
2021-02-04,PG,18163,129.03,6613694.0,0.00062
2021-02-04,PG,18163,129.03,6613694.0,0.00062
2021-02-04,PG,18163,129.03,6613694.0,0.00062
2021-02-05,PG,18163,129.57001,5063663.0,0.004185
2021-02-05,PG,18163,129.57001,5063663.0,0.004185
2021-02-05,PG,18163,129.57001,5063663.0,0.004185
2021-02-08,PG,18163,129.17,7011334.0,-0.003087
2021-02-08,PG,18163,129.17,7011334.0,-0.003087
2021-02-08,PG,18163,129.17,7011334.0,-0.003087
2021-02-09,PG,18163,128.67,5917783.0,-0.003871
2021-02-09,PG,18163,128.67,5917783.0,-0.003871
2021-02-09,PG,18163,128.67,5917783.0,-0.003871
2021-02-10,PG,18163,128.22,8594089.0,-0.003497
2021-02-10,PG,18163,128.22,8594089.0,-0.003497
2021-02-10,PG,18163,128.22,8594089.0,-0.003497
2021-02-11,PG,18163,128.33,6139426.0,0.000858
2021-02-11,PG,18163,128.33,6139426.0,0.000858
2021-02-11,PG,18163,128.33,6139426.0,0.000858
2021-02-12,PG,18163,127.62,8407254.0,-0.005533
2021-02-12,PG,18163,127.62,8407254.0,-0.005533
2021-02-12,PG,18163,127.62,8407254.0,-0.005533
2021-02-16,PG,18163,127.92,8246039.0,0.002351
2021-02-16,PG,18163,127.92,8246039.0,0.002351
2021-02-16,PG,18163,127.92,8246039.0,0.002351
2021-02-17,PG,18163,128.46001,9188548.0,0.004221
2021-02-17,PG,18163,128.46001,9188548.0,0.004221
2021-02-17,PG,18163,128.46001,9188548.0,0.004221
2021-02-18,PG,18163,129.53,6936352.0,0.008329
2021-02-18,PG,18163,129.53,6936352.0,0.008329
2021-02-18,PG,18163,129.53,6936352.0,0.008329
2021-02-19,PG,18163,127.12,8277918.0,-0.018606
2021-02-19,PG,18163,127.12,8277918.0,-0.018606
2021-02-19,PG,18163,127.12,8277918.0,-0.018606
2021-02-22,PG,18163,126.58,6975470.0,-0.004248
2021-02-22,PG,18163,126.58,6975470.0,-0.004248
2021-02-22,PG,18163,126.58,6975470.0,-0.004248
2021-02-23,PG,18163,127.52,10145342.0,0.007426
2021-02-23,PG,18163,127.52,10145342.0,0.007426
2021-02-23,PG,18163,127.52,10145342.0,0.007426
2021-02-24,PG,18163,127.66,7263025.0,0.001098
2021-02-24,PG,18163,127.66,7263025.0,0.001098
2021-02-24,PG,18163,127.66,7263025.0,0.001098
2021-02-25,PG,18163,126.58,7790808.0,-0.00846
2021-02-25,PG,18163,126.58,7790808.0,-0.00846
2021-02-25,PG,18163,126.58,7790808.0,-0.00846
2021-02-26,PG,18163,123.53,17718787.0,-0.024096
2021-02-26,PG,18163,123.53,17718787.0,-0.024096
2021-02-26,PG,18163,123.53,17718787.0,-0.024096
2021-03-01,PG,18163,124.29,7740158.0,0.006152
2021-03-01,PG,18163,124.29,7740158.0,0.006152
2021-03-01,PG,18163,124.29,7740158.0,0.006152
2021-03-02,PG,18163,123.9,10206557.0,-0.003138
2021-03-02,PG,18163,123.9,10206557.0,-0.003138
2021-03-02,PG,18163,123.9,10206557.0,-0.003138
2021-03-03,PG,18163,123.16,7536965.0,-0.005973
2021-03-03,PG,18163,123.16,7536965.0,-0.005973
2021-03-03,PG,18163,123.16,7536965.0,-0.005973
2021-03-04,PG,18163,122.15,10228116.0,-0.008201
2021-03-04,PG,18163,122.15,10228116.0,-0.008201
2021-03-04,PG,18163,122.15,10228116.0,-0.008201
2021-03-05,PG,18163,125.98,10491004.0,0.031355
2021-03-05,PG,18163,125.98,10491004.0,0.031355
2021-03-05,PG,18163,125.98,10491004.0,0.031355
2021-03-08,PG,18163,127.31,9224659.0,0.010557
2021-03-08,PG,18163,127.31,9224659.0,0.010557
2021-03-08,PG,18163,127.31,9224659.0,0.010557
2021-03-09,PG,18163,126.18,8859731.0,-0.008876
2021-03-09,PG,18163,126.18,8859731.0,-0.008876
2021-03-09,PG,18163,126.18,8859731.0,-0.008876
2021-03-10,PG,18163,127.34,9070895.0,0.009193
2021-03-10,PG,18163,127.34,9070895.0,0.009193
2021-03-10,PG,18163,127.34,9070895.0,0.009193
2021-03-11,PG,18163,126.91,6941802.0,-0.003377
2021-03-11,PG,18163,126.91,6941802.0,-0.003377
2021-03-11,PG,18163,126.91,6941802.0,-0.003377
2021-03-12,PG,18163,128.14,6521993.0,0.009692
2021-03-12,PG,18163,128.14,6521993.0,0.009692
2021-03-12,PG,18163,128.14,6521993.0,0.009692
2021-03-15,PG,18163,128.56,7172764.0,0.003278
2021-03-15,PG,18163,128.56,7172764.0,0.003278
2021-03-15,PG,18163,128.56,7172764.0,0.003278
2021-03-16,PG,18163,128.94,6485164.0,0.002956
2021-03-16,PG,18163,128.94,6485164.0,0.002956
2021-03-16,PG,18163,128.94,6485164.0,0.002956
2021-03-17,PG,18163,128.42,6192905.0,-0.004033
2021-03-17,PG,18163,128.42,6192905.0,-0.004033
2021-03-17,PG,18163,128.42,6192905.0,-0.004033
2021-03-18,PG,18163,128.7,6871342.0,0.00218
2021-03-18,PG,18163,128.7,6871342.0,0.00218
2021-03-18,PG,18163,128.7,6871342.0,0.00218
2021-03-19,PG,18163,128.00999,20262097.0,-0.005361
2021-03-19,PG,18163,128.00999,20262097.0,-0.005361
2021-03-19,PG,18163,128.00999,20262097.0,-0.005361
2021-03-22,PG,18163,130.17999,8077630.0,0.016952
2021-03-22,PG,18163,130.17999,8077630.0,0.016952
2021-03-22,PG,18163,130.17999,8077630.0,0.016952
2021-03-23,PG,18163,132.60001,9503792.0,0.01859
2021-03-23,PG,18163,132.60001,9503792.0,0.01859
2021-03-23,PG,18163,132.60001,9503792.0,0.01859
2021-03-24,PG,18163,132.56,8318034.0,-0.000302
2021-03-24,PG,18163,132.56,8318034.0,-0.000302
2021-03-24,PG,18163,132.56,8318034.0,-0.000302
2021-03-25,PG,18163,133.48,7517293.0,0.00694
2021-03-25,PG,18163,133.48,7517293.0,0.00694
2021-03-25,PG,18163,133.48,7517293.0,0.00694
2021-03-26,PG,18163,135.45,10821240.0,0.014759
2021-03-26,PG,18163,135.45,10821240.0,0.014759
2021-03-26,PG,18163,135.45,10821240.0,0.014759
2021-03-29,PG,18163,137.57001,11175976.0,0.015652
2021-03-29,PG,18163,137.57001,11175976.0,0.015652
2021-03-29,PG,18163,137.57001,11175976.0,0.015652
2021-03-30,PG,18163,135.45,8090641.0,-0.01541
